paper_id,year,topic,intervention_or_exposure,study_type,species,sample_size,primary_endpoint,endpoint_class,effect_size,evidence_level,risk_of_bias,actionability,medical_supervision,recommendation_class,claim_supported,claim_not_supported,zh_summary,en_summary,last_checked,quality_confidence_score,influence_score,venue_tier,venue_score,venue_weight_note,journal_metric_value,confidence_cap_rule,scoring_version
pubmed-39792908,2025,微生物组与炎症性衰老,microbiome / inflammaging,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「微生物组与炎症性衰老」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,89,0,B_reputable_specialty_or_broad,4,"Indexed specialty or broad journal commonly seen in the atlas. Useful signal, but article-level quality still decides.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-36205446,2023,二甲双胍与衰老,metformin,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,true,Monitor,可支持：将「二甲双胍与衰老」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：The results of this updated meta-analysis need to be considered in the choice of drug treatment for type 2 diabetes mellitus, which cannot be merely based on the effect of glucose-lowering drugs on long-term glycaemic control.","Draft status: automatically prepared; not fully reviewed; not medical advice. The results of this updated meta-analysis need to be considered in the choice of drug treatment for type 2 diabetes mellitus, which cannot be merely based on the effect of glucose-lowering drugs on long-term glycaemic control.",2026-05-12,88,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-34009711,2021,二甲双胍与衰老,metformin,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,true,Monitor,可支持：将「二甲双胍与衰老」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：The literature shows metformin to be associated with reduced mortality and no increased risk of acidosis at an eGFR of 45 mL/min/1.73m2 or higher. Metformin appears to be associated with fewer benefits and possible increases in the risk of acidosis at an eGFR of less than 30 mL/min/1.73m2 . Consistent with US Food and Drug Administration guidelines, metformin should not be used at an eGFR less than 30 mL/min/1.73m2 , and further research on its risk-benefit profile at eGFR values approaching...","Draft status: automatically prepared; not fully reviewed; not medical advice. The literature shows metformin to be associated with reduced mortality and no increased risk of acidosis at an eGFR of 45 mL/min/1.73m2 or higher. Metformin appears to be associated with fewer benefits and possible increases in the risk of acidosis at an eGFR of less than 30 mL/min/1.73m2 . Consistent with US Food and Drug Administration guidelines, metformin should not be used at an eGFR less than 30 mL/min/1.73m2 , and further research on its risk-benefit profile at eGFR values approaching 30 mL/min/1.73m2 is warranted.",2026-05-12,88,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-33930583,2021,表观遗传时钟,epigenetic clock,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,88,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40022102,2025,二甲双胍与衰老,metformin,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,true,Monitor,可支持：将「二甲双胍与衰老」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Patients receiving combination therapy with metformin and SGLT2 inhibitors showed significantly reduced risks of kidney disease progression and mortality compared to those treated with SGLT2 inhibitors alone. These findings support the use of metformin with SGLT2 inhibitors as a first-line treatment strategy for type 2 diabetes irrespective of glycemic control or cardio-renal risk factors.,Draft status: automatically prepared; not fully reviewed; not medical advice. Patients receiving combination therapy with metformin and SGLT2 inhibitors showed significantly reduced risks of kidney disease progression and mortality compared to those treated with SGLT2 inhibitors alone. These findings support the use of metformin with SGLT2 inhibitors as a first-line treatment strategy for type 2 diabetes irrespective of glycemic control or cardio-renal risk factors.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-38926749,2024,二甲双胍与衰老,metformin,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,true,Monitor,可支持：将「二甲双胍与衰老」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：In this cohort study involving a nationally representative population of US cancer survivors, metformin use was significantly correlated with a lower risk of cardiometabolic diseases, all-cause mortality, and cardiometabolic mortality.","Draft status: automatically prepared; not fully reviewed; not medical advice. In this cohort study involving a nationally representative population of US cancer survivors, metformin use was significantly correlated with a lower risk of cardiometabolic diseases, all-cause mortality, and cardiometabolic mortality.",2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-33190637,2020,二甲双胍与衰老,metformin,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,true,Monitor,可支持：将「二甲双胍与衰老」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：In patients with type 2 diabetes mellitus admitted for COVID-19, at-home glucose-lowering drugs showed no significant association with mortality and adverse outcomes. Given the close relationship between diabetes and COVID-19 and the limited evidence on the role of glucose-lowering drugs, prospective studies are needed.","Draft status: automatically prepared; not fully reviewed; not medical advice. In patients with type 2 diabetes mellitus admitted for COVID-19, at-home glucose-lowering drugs showed no significant association with mortality and adverse outcomes. Given the close relationship between diabetes and COVID-19 and the limited evidence on the role of glucose-lowering drugs, prospective studies are needed.",2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41826710,2026,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40369582,2025,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Biological age acceleration partially mediates the relationship between obesity and incident CVD. This temporal evidence firstly validated the mediation pathway based on international cohorts, emphasizing the importance of addressing biological aging processes in population aged 45-65 years while providing sex-specific obesity intervention strategies to prevent CVD.","Draft status: automatically prepared; not fully reviewed; not medical advice. Biological age acceleration partially mediates the relationship between obesity and incident CVD. This temporal evidence firstly validated the mediation pathway based on international cohorts, emphasizing the importance of addressing biological aging processes in population aged 45-65 years while providing sex-specific obesity intervention strategies to prevent CVD.",2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-39829316,2025,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40652396,2025,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40796170,2025,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40940602,2025,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41241887,2025,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-38637937,2024,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-39578829,2024,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Our results highlight the potential of PAI and ΔPAI as integrative biomarkers to evaluate aging acceleration and facilitate the development of targeted intervention strategies for healthy aging.,Draft status: automatically prepared; not fully reviewed; not medical advice. Our results highlight the potential of PAI and ΔPAI as integrative biomarkers to evaluate aging acceleration and facilitate the development of targeted intervention strategies for healthy aging.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-37526907,2024,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-34980250,2022,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：In the setting of a large, clinical cohort of individuals with head and neck cancer, our study demonstrates the potential of epigenetic markers of ageing to enhance survival prediction in people with oropharyngeal cancer, beyond established prognostic factors. Our findings have potential uses in both clinical and non-clinical contexts: to aid treatment planning and improve patient stratification.","Draft status: automatically prepared; not fully reviewed; not medical advice. In the setting of a large, clinical cohort of individuals with head and neck cancer, our study demonstrates the potential of epigenetic markers of ageing to enhance survival prediction in people with oropharyngeal cancer, beyond established prognostic factors. Our findings have potential uses in both clinical and non-clinical contexts: to aid treatment planning and improve patient stratification.",2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-32946548,2021,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：We successfully developed and validated 2 composite aging measures-KDM-BA and PD, which have great potentials for applications in early identifications and preventions of aging and aging-related diseases in China.","Draft status: automatically prepared; not fully reviewed; not medical advice. We successfully developed and validated 2 composite aging measures-KDM-BA and PD, which have great potentials for applications in early identifications and preventions of aging and aging-related diseases in China.",2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-32363781,2020,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-27274774,2016,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：These results show that age acceleration in terms of the difference between age predicted by DNA methylation and chronological age is an independent predictor of all-cause and cause-specific mortality and may be useful as a general marker of healthy aging.,Draft status: automatically prepared; not fully reviewed; not medical advice. These results show that age acceleration in terms of the difference between age predicted by DNA methylation and chronological age is an independent predictor of all-cause and cause-specific mortality and may be useful as a general marker of healthy aging.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41299092,2026,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41741793,2026,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40889076,2026,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41692750,2026,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Proteomics-based organ aging assessment identifies significant complication-specific vulnerability patterns and substantially elevated risks with multiorgan involvement, supporting comprehensive aging evaluation for diabetes risk stratification. These findings require further validation in larger and more diverse populations and warrant more precise characterization of organ-specificity to enhance their robustness and generalizability.","Draft status: automatically prepared; not fully reviewed; not medical advice. Proteomics-based organ aging assessment identifies significant complication-specific vulnerability patterns and substantially elevated risks with multiorgan involvement, supporting comprehensive aging evaluation for diabetes risk stratification. These findings require further validation in larger and more diverse populations and warrant more precise characterization of organ-specificity to enhance their robustness and generalizability.",2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41724967,2026,表观遗传时钟,epigenetic clock,human_cohort,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,high,false,Strong Action,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：TyG-ABSI serves as a robust, independent predictor of mortality in patients with MASLD, outperforming traditional TyG-related metrics. The association is significantly associated with the pathway of accelerated biological aging, highlighting the utility of TyG-ABSI for enhanced risk stratification in clinical practice.","Draft status: automatically prepared; not fully reviewed; not medical advice. TyG-ABSI serves as a robust, independent predictor of mortality in patients with MASLD, outperforming traditional TyG-related metrics. The association is significantly associated with the pathway of accelerated biological aging, highlighting the utility of TyG-ABSI for enhanced risk stratification in clinical practice.",2026-05-12,87,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-35605236,2022,二甲双胍与衰老,metformin,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,B,not_assessed_public_draft,low,true,Monitor,可支持：将「二甲双胍与衰老」作为证据图谱中的候选主题，并按 B 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：As first-line T2D treatment, initiators receiving SGLT-2i showed a similar risk for MI/stroke/mortality, lower risk for HHF/mortality and HHF, and a similar safety profile except for an increased risk for genital infections compared with those receiving metformin.","Draft status: automatically prepared; not fully reviewed; not medical advice. As first-line T2D treatment, initiators receiving SGLT-2i showed a similar risk for MI/stroke/mortality, lower risk for HHF/mortality and HHF, and a similar safety profile except for an increased risk for genital infections compared with those receiving metformin.",2026-05-12,86,0,S_top_general_or_clinical,10,"Top general medical, top science, or major clinical specialty venue. Venue helps, but does not override study design, endpoint, or risk of bias.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
