finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-42503440,pubmed-42503440,42503440,10.1002/nbm.70363,Quantitative MRI to Assess Portal Pressure in Patients With Liver Disease: Validation at 3 T.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42504003,pubmed-42504003,42504003,10.1111/os.70379,Cardiometabolic Multimorbidity Increases the Risk of Hip Fracture: A Longitudinal Cohort Study Based on CHARLS.,blood-pressure-aging,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42504250,pubmed-42504250,42504250,10.7717/peerj.21424,Association between triglyceride-glucose index and sarcopenia: a meta-analysis.,resistance-training-muscle,systematic_review_or_meta_analysis,human,A,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42504287,pubmed-42504287,42504287,10.2147/CIA.S597117,Gut Microbiota in Constipation and Mild Cognitive Impairment: A Mendelian Randomization and Observational Study of Two Common Geriatric Syndromes.,microbiome-inflammaging,human_mendelian_randomization,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42508305,pubmed-42508305,42508305,10.1016/j.jemermed.2026.05.037,Factors Associated With Survival of Ultrasound-Guided Peripheral Intravenous Catheters.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42508874,pubmed-42508874,42508874,10.1016/j.ogc.2026.03.006,Midlife Sleep and Circadian Health: Implications for Cardiovascular and Cognitive Outcomes.,sleep-aging,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42508877,pubmed-42508877,42508877,10.1016/j.ogc.2026.04.003,The Menopausal Transition and Cardiovascular Aging: Implications for Prevention in Midlife.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42508987,pubmed-42508987,42508987,10.1111/aas.70309,"Positive End-Expiratory Pressure, Tidal Volume, and Fraction of Inspired Oxygen During General Anaesthesia in High-Risk Patients-A Randomised Clinical Feasibility Trial.",blood-pressure-aging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42508992,pubmed-42508992,42508992,10.1080/0886022X.2026.2682003,"Causal relationships between the gut microbiota, immune cells, and diabetic kidney disease: a Mendelian randomization and mediation analysis.",microbiome-inflammaging,human_mendelian_randomization,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42509302,pubmed-42509302,42509302,10.1038/s43587-026-01173-4,Systemic and local chronic inflammation and hormone disposition promote a tumor-permissive environment for breast cancer in older women.,microbiome-inflammaging,mixed_human_and_animal_study,mixed_human_animal,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42509691,pubmed-42509691,42509691,10.2174/0118715303456504260611042850,Dissecting the Gut Microbiota-MetaboliteCoronary Atherosclerosis Axis: Evidence from Two-Sample Mendelian Randomization.,microbiome-inflammaging,human_mendelian_randomization,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42514069,pubmed-42514069,42514069,10.3390/microorganisms14071564,Feasibility and Compliance of Stool Collection for Future Microbiome-Based Colorectal Cancer Screening: Preliminary Findings from a Prospective Multicenter FIT-Positive Cohort.,microbiome-inflammaging,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42518074,pubmed-42518074,42518074,10.1007/s10557-026-07923-1,Cellular Senescence in Diabetic Cardiomyopathy: Mechanistic Insights and Therapeutic Perspectives.,senolytics,narrative_review,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42518361,pubmed-42518361,42518361,10.1016/j.obpill.2026.100302,Resolution of anhedonia-like symptoms in patients treated for obesity with tirzepatide: A three-case series.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42518363,pubmed-42518363,42518363,10.1016/j.obpill.2026.100298,Employee perceptions and experiences with tirzepatide treatment for obesity or overweight in the US: Insights from the PERCEPTIONS Survey.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42519455,pubmed-42519455,42519455,10.1097/XCE.0000000000000363,"Intermittent fasting in diabetic retinopathy: microbiome modulation, mechanisms, and clinical insights.",time-restricted-eating,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42520970,pubmed-42520970,42520970,10.1016/j.tjnut.2026.101753,Diet Quality and Micronutrient Intake among United States Adults Eligible for GLP-1 Receptor Agonist Antiobesity Medications: A Nationally Representative Analysis.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42521079,pubmed-42521079,42521079,10.1016/j.yjmcc.2026.07.014,Cell-specific ERK2 signaling in vascular smooth muscle cells drives vascular dysfunction and systolic heart failure.,cardiorespiratory-fitness,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42521105,pubmed-42521105,42521105,10.1016/j.phrs.2026.108359,ALY688 confers cardioprotection through macrophage TGFβ-mediated Treg/Th17 dependent multi-organ responses.,partial-reprogramming,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42521161,pubmed-42521161,42521161,10.1016/j.fitote.2026.107399,"Chronological lifespan extension evaluation-driven comparative study of five Indian dietary spices for geroprotective action via phytochemical profiling, bioactivity screening and network pharmacology in Saccharomyces cerevisiae.",metformin-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42524887,pubmed-42524887,42524887,10.1111/acel.70649,"Progerin Hinders Autophagy Flux at Its Final Stages in Hutchinson-Gilford Progeria Syndrome Cells, Preventing Its Own Autophagic Degradation.",autophagy-mitophagy,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42526426,pubmed-42526426,42526426,10.1152/ajpendo.00036.2026,PYY(3-36) potentiates semaglutide-mediated mitochondrial modulation in MASLD.,glp1-weight-cardiometabolic,animal_study,animal,D,retired_from_active_findings,nonhuman_record_in_human_outcome_topic,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42526991,pubmed-42526991,42526991,10.1016/j.ecl.2026.04.001,Beyond Insulin: Why Type 1 Diabetes Mellitus Needs More?,glp1-weight-cardiometabolic,narrative_review,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42529748,pubmed-42529748,42529748,10.1016/j.obpill.2026.100296,Nutritional considerations for glucagon-like peptide-based therapies: An Asian Indian consensus recommendation.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42529802,pubmed-42529802,42529802,10.1080/15548627.2026.2711597,Inactivation of V-ATPase induces autophagy and ectopic Notch activation to promote intestinal stem cell differentiation in adult drosophila midgut.,autophagy-mitophagy,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42530143,pubmed-42530143,42530143,10.1152/ajpendo.00067.2026,β-Hydroxybutyrate: a renoprotective hormone in polycystic kidney disease.,time-restricted-eating,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42530606,pubmed-42530606,42530606,10.1007/s00535-026-02487-1,Clinical applications of gut microbiome for non-invasive diagnosis of colorectal neoplasia.,microbiome-inflammaging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42531502,pubmed-42531502,42531502,10.1152/ajpheart.00036.2026,Pulse waveform characteristics for diagnosis and longitudinal monitoring in heart failure with reduced ejection fraction.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42532024,pubmed-42532024,42532024,10.1152/japplphysiol.00578.2026,"Beyond hypothermia: mechanisms of death, rescue, and prevention in cold water immersion.",physical-activity-healthspan,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42532346,pubmed-42532346,42532346,10.1016/j.diabres.2026.113472,Cardiorenal-metabolic phenotypes and risks of mortality and cardiovascular outcomes in type 2 diabetes: a retrospective cohort study.,blood-pressure-aging,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42532455,pubmed-42532455,42532455,10.1016/j.jstrokecerebrovasdis.2026.108713,Ischemic stroke following transient ischemic attack: Sociodemographic and clinical risk factors in a national cohort.,blood-pressure-aging,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42533096,pubmed-42533096,42533096,10.1038/s41422-026-01283-z,Ferroptotic propagation: from single-cell execution to tissue-scale death programs.,microbiome-inflammaging,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42533465,pubmed-42533465,42533465,10.1002/edm2.70298,Tirzepatide and SGLT2 Inhibitors for Heart Failure With Preserved Ejection Fraction and Obesity: Entering a New Cardiometabolic Therapeutic Era.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42535524,pubmed-42535524,42535524,10.1161/JAHA.126.050186,Frailty and 1-Year Prognosis of Patients With Ischemic Stroke: A Multicenter Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42535843,pubmed-42535843,42535843,10.1128/mbio.01589-26,Differential pro-tumorigenic effects of Helicobacter pylori and Streptococcus anginosus on AGS cells: contact-dependent versus metabolite-driven mechanisms.,microbiome-inflammaging,mechanistic_or_cell_study,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42536478,pubmed-42536478,42536478,10.1016/j.celrep.2026.117766,Nutrient stress activates RAB5B-mediated autophagy to remodel the synaptic proteome.,autophagy-mitophagy,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42537304,pubmed-42537304,42537304,10.1016/j.jhazmat.2026.143121,Ambient PM(2.5) exposure and sleep quality: Evidence from circadian DNA methylation signatures in a population-based study.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42537394,pubmed-42537394,42537394,10.1016/j.biopha.2026.119824,Translational consistency of gene therapy strategies targeting inflammation in atrial fibrillation's management.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42537529,pubmed-42537529,42537529,10.1016/j.lungcan.2026.109553,Low baseline cGAS expression is associated with longer progression-free survival in patients with pleural mesothelioma.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42537991,pubmed-42537991,42537991,10.1044/2026_AJSLP-25-00538,The Influence of Physical Activity and Functional Capacity on Frailty and Dysphagia in Community-Dwelling Older Adults.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42541426,pubmed-42541426,42541426,10.1002/arch.70201,Neuroprotective Potential of Spermidine in Drosophila sws Neurodegenerative Model.,autophagy-mitophagy,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42542297,pubmed-42542297,42542297,10.1016/j.clnesp.2026.105005,Real-world evaluation of the effectiveness and safety of tirzepatide in patients with obesity: a prospective study.,glp1-weight-cardiometabolic,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42543109,pubmed-42543109,42543109,10.1016/j.bbi.2026.106936,Maternal gut microbiota disruption alters postpartum maternal behavior in association with modulation of stress responses and brain tryptophan metabolism in mice.,microbiome-inflammaging,animal_study,mouse,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42543472,pubmed-42543472,42543472,10.1186/s12947-026-00379-1,Right ventricular-pulmonary artery uncoupling identifies higher risk of combined pulmonary hypertension in patients undergoing TAVR.,blood-pressure-aging,metadata_only_needs_classification,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42545008,pubmed-42545008,42545008,10.1128/spectrum.00742-26,Ramadan fasting induces temporal gut microbiome remodeling without metabolic improvement in adults with prediabetes.,time-restricted-eating,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42545022,pubmed-42545022,42545022,10.1128/spectrum.00343-26,Effects of liraglutide on gut bacterial community dynamics.,glp1-weight-cardiometabolic,animal_study,mouse,D,retired_from_active_findings,nonhuman_record_in_human_outcome_topic,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42545610,pubmed-42545610,42545610,10.1007/s12602-026-11154-z,"Comparative Assessment of Autochthonous Probiotic Lactic Acid Bacteria on Growth Performance, Blood Biochemistry, and Intestinal Microbiota of Broiler Chickens in Côte d'Ivoire.",microbiome-inflammaging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42545685,pubmed-42545685,42545685,10.1001/jama.2026.9350,Addition of High-Dose Vitamin D3 to Standard Treatment in Patients With Metastatic Colorectal Cancer: The SOLARIS Randomized Clinical Trial (Alliance A021703).,blood-pressure-aging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42546117,pubmed-42546117,42546117,10.1093/humrep/deag118,Mitochondria-targeted therapeutic strategies in assisted reproduction: challenges and potential solutions.,rapamycin-mtor-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42546367,pubmed-42546367,42546367,10.1016/j.drugalcdep.2026.113282,Evaluating Utah's.05 BAC law: Alcohol-involved crash fatalities among 21-24y/o drivers compared to contiguous states.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42546687,pubmed-42546687,42546687,10.1016/j.cell.2026.07.022,Milk osteopontin alters the infant microbiome to drive DC hematopoiesis and disease tolerance.,microbiome-inflammaging,animal_study,mouse,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42547047,pubmed-42547047,42547047,10.5653/cerm.2026.09488,The impact of nicotinamide mononucleotide on ovarian health: A comprehensive literature review of preclinical evidence and therapeutic potential.,nad-nmn-nr-aging,narrative_review,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42547499,pubmed-42547499,42547499,10.1152/japplphysiol.00351.2026,Cardiovascular and cognitive consequences of steep head-down tilt in awake older men.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42548290,pubmed-42548290,42548290,10.1111/jgs.70629,Evaluation of Hospital Readmission and Mortality Risk in Older Frail Patients Using the FIB-4 Index: A Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42550192,pubmed-42550192,42550192,10.1007/s00406-026-02330-x,Effects of an internet-based combined exercise and cognitive-behavioral therapy intervention on endocannabinoid system biomarkers and physical fitness in adults with mild-to-moderate depression: a SONRIE randomized controlled trial.,physical-activity-healthspan,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42550240,pubmed-42550240,42550240,10.1093/bioinformatics/btag582,Assessing the influence of different alignment tools on the accuracy of a forensic epigenetic clock.,epigenetic-clocks,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42551496,pubmed-42551496,42551496,10.1177/10538135261473293,Effects of Virtual Reality Versus Whole-Body Vibration on Muscle Strength and Balance in Children with Duchenne Muscular Dystrophy: a Randomized Controlled Trial.,resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42552002,pubmed-42552002,42552002,10.1136/bmjopen-2026-116676,"Association between changes in working status and frailty across different types of employment: a longitudinal study in Korea, the world's most rapidly ageing nation.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42552963,pubmed-42552963,42552963,10.1080/0886022X.2026.2706213,Indoxyl sulfate exacerbates chronic inflammation and susceptibility to severe infection via modulating T-cell CD73/adenosine signaling in chronic kidney disease.,microbiome-inflammaging,animal_study,animal,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42555627,pubmed-42555627,42555627,10.1002/dmrr.70213,"Weight Loss-Dependent Changes in Body Composition and Bone Health in People With Obesity and Type 1 Diabetes Treated With Liraglutide, Semaglutide, or Tirzepatide.",glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42556070,pubmed-42556070,42556070,10.1016/j.ctrv.2026.103200,Pharmacological prevention of second primary cancers: From chemoprevention to precision cancer interception.,metformin-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42556577,pubmed-42556577,42556577,10.1016/j.diabres.2026.113463,Heterogeneous impact of incident type 2 diabetes on six age-related diseases: A 27-Country European Cohort study.,blood-pressure-aging,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42556625,pubmed-42556625,42556625,10.1016/j.phrs.2026.108365,The role of GLP-1 and GIP receptor agonists in the treatment of diabetes and obesity.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42556781,pubmed-42556781,42556781,10.1016/j.repc.2026.04.006,Dyslipidemia in primary care patients - Treatment and control (LANTERN study) Algarve.,ldl-apob-cardiovascular-risk,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42556784,pubmed-42556784,42556784,10.1016/j.repc.2025.11.014,All-cause mortality benefits of attending phase 3 cardiac rehabilitation: A systematic review.,physical-activity-healthspan,systematic_review_or_meta_analysis,human,A,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42556958,pubmed-42556958,42556958,10.1016/j.yasu.2026.03.011,Surgery on Patients Taking Glucagon-Like Peptide-1 Receptor Agonists.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42557355,pubmed-42557355,42557355,10.1038/s41564-026-02431-2,IL-1 family signalling drives mucosal defence against systemic Candida albicans infection.,microbiome-inflammaging,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42558048,pubmed-42558048,42558048,10.1161/ATVBAHA.126.324797,Endothelial Shear-Stress-Responsive Gene Adenylate Cyclase 4 Suppresses Atherosclerosis by Inhibiting cAMP/PKA-NF-κB Mediated Vascular Inflammation.,glp1-weight-cardiometabolic,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42559616,pubmed-42559616,42559616,10.1055/a-2832-4161,"Epidemiology of Peripheral Artery Disease, Risk Factors, and Trends.",blood-pressure-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42559924,pubmed-42559924,42559924,10.1097/MCO.0000000000001247,Scores to monitor inflammatory effects of a diet: a useful concept?,dietary-pattern-longevity,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42560020,pubmed-42560020,42560020,10.1111/dom.71067,Real-World Effectiveness and Treatment Patterns of Tirzepatide in a Large UK Digital Health Cohort.,glp1-weight-cardiometabolic,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42561445,pubmed-42561445,42561445,10.52628/92.2.15471,Reduced Serum Klotho Levels in Disuse-Induced Skeletal Muscle Atrophy: An Experimental Study Related to Orthopedic Immobilization.,klotho-il11-aging,animal_study,animal,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42561825,pubmed-42561825,42561825,10.1016/j.gerinurse.2026.104212,Relationships between frailty and health-related outcomes over the first two years after hip-fracture surgery: A prospective cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42561959,pubmed-42561959,42561959,10.1016/j.chom.2026.06.018,Lactobacillus gasseri postbiotics ameliorate age-related decline in endometrial receptivity.,microbiome-inflammaging,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42561981,pubmed-42561981,42561981,10.1016/j.lanhl.2026.100875,Effectiveness of dyadic interventions in improving outcomes for adults with multiple long-term conditions or frailty and their informal carers: a systematic review.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42562960,pubmed-42562960,42562960,10.1038/s41371-026-01196-9,Arterial-myocardial coupling in primary light chain amyloidosis: A prospective observational study of vascular involvement.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42563210,pubmed-42563210,42563210,10.1111/1541-4337.70589,The Chemistry of Time: Flavor Evolution and Functional Health Benefits in Aged Tea.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42563701,pubmed-42563701,42563701,10.3892/mmr.2026.13985,Histone deacetylase 3‑mediated histone deacetylation combined with activating transcription factor 3 promotes renal fibrosis by inhibiting Klotho.,klotho-il11-aging,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42565029,pubmed-42565029,42565029,10.1016/j.ijcrp.2026.200686,Tocotrienol-rich fraction of vitamin E in diabetes and cardiovascular disease: From molecular mechanisms to clinical application.,ldl-apob-cardiovascular-risk,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42565180,pubmed-42565180,42565180,10.1016/j.obpill.2026.100308,"Projected budget impact of pharmacotherapy scenarios for obesity and related conditions in Peru: A national survey analysis of 76,819 participants.",glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42567397,pubmed-42567397,42567397,10.1016/j.exer.2026.111189,Cellular senescence in posterior segment neovascular diseases: A proposed feed-forward amplification model.,senolytics,narrative_review,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42567622,pubmed-42567622,42567622,10.1016/j.jsmc.2026.06.004,"Central Sleep Apnea: Pathophysiology, Diagnosis and Classification.",sleep-aging,narrative_review,needs_review,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42567623,pubmed-42567623,42567623,10.1016/j.jsmc.2026.06.005,Central Sleep Apnea in Cardiovascular Diseases.,sleep-aging,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42567624,pubmed-42567624,42567624,10.1016/j.jsmc.2026.05.003,Central Sleep Apnea in Renal and Endocrine Disease.,sleep-aging,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42567626,pubmed-42567626,42567626,10.1016/j.jsmc.2026.06.001,Idiopathic Central Sleep Apnea.,sleep-aging,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42569259,pubmed-42569259,42569259,10.1016/j.ynirp.2026.100389,Resting state brain activity and association with transfer of cognitive training gains.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42570327,pubmed-42570327,42570327,10.1002/ueg2.70268,Course of Portal Hypertension and Its Prognostic Impact After Liver Transplantation.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42570448,pubmed-42570448,42570448,10.1016/j.jgo.2026.103077,"Time-restricted eating to entrain circadian rhythms, increase physiological responsiveness, and prevent stressor-induced frailty: A pilot randomized controlled trial.",resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42570529,pubmed-42570529,42570529,10.1016/j.maturitas.2026.109078,"Whole-person strengths, challenges, and needs across the reproductive lifespan: A cross-sectional consumer-generated health data study.",physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42570712,pubmed-42570712,42570712,10.1016/j.mcn.2026.104112,The gut-brain-mitophagy axis: Urolithin A as a transcriptional activator of Parkin in Alzheimer's and Parkinson's diseases.,nad-nmn-nr-aging,narrative_review,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
